iter	Passed	Remaining
457	1522	1801
458	1525	1798
459	1529	1795
460	1532	1791
461	1535	1788
462	1538	1784
463	1541	1780
464	1544	1776
465	1547	1773
466	1550	1769
467	1553	1766
468	1556	1762
469	1559	1759
470	1563	1755
471	1566	1752
472	1569	1748
473	1572	1745
474	1576	1742
475	1579	1738
476	1582	1735
477	1585	1731
478	1588	1728
479	1592	1725
480	1595	1721
481	1598	1717
482	1601	1713
483	1604	1710
484	1607	1706
485	1610	1702
486	1612	1698
487	1615	1694
488	1618	1691
489	1621	1687
490	1624	1684
491	1627	1680
492	1631	1677
493	1634	1673
494	1637	1670
495	1640	1667
496	1643	1663
497	1646	1660
498	1650	1656
499	1653	1653
500	1656	1649
501	1659	1646
502	1662	1642
503	1665	1639
504	1669	1636
505	1672	1633
506	1676	1629
507	1679	1626
508	1682	1622
509	1686	1619
510	1689	1616
511	1692	1613
512	1695	1609
513	1698	1606
514	1702	1603
515	1706	1600
516	1710	1597
517	1713	1594
518	1716	1590
519	1720	1587
520	1723	1584
521	1726	1581
522	1729	1577
523	1732	1574
524	1736	1570
525	1738	1567
526	1741	1563
527	1744	1559
528	1748	1556
529	1751	1553
530	1755	1550
531	1758	1546
532	1761	1543
533	1765	1540
534	1768	1537
535	1771	1533
536	1775	1530
537	1778	1527
538	1782	1524
539	1785	1521
540	1788	1517
541	1792	1514
542	1795	1510
543	1798	1507
544	1801	1504
545	1804	1500
546	1807	1496
547	1810	1492
548	1813	1489
549	1815	1485
550	1819	1482
551	1822	1479
552	1825	1475
553	1828	1471
554	1831	1468
555	1834	1464
556	1837	1461
557	1840	1457
558	1844	1454
559	1847	1451
560	1850	1448
561	1853	1444
562	1856	1440
563	1858	1437
564	1862	1433
565	1865	1430
566	1869	1427
567	1871	1423
568	1875	1420
569	1878	1416
570	1881	1413
571	1884	1409
572	1887	1406
573	1890	1402
574	1893	1399
575	1896	1395
576	1899	1392
577	1902	1389
578	1905	1385
579	1909	1382
580	1912	1379
581	1915	1375
582	1918	1372
583	1922	1369
584	1925	1366
585	1928	1362
586	1932	1359
587	1935	1356
588	1938	1352
589	1941	1349
590	1944	1345
591	1948	1342
592	1951	1339
593	1955	1336
594	1957	1332
595	1960	1329
596	1963	1325
597	1966	1322
598	1969	1318
599	1973	1315
600	1975	1311
601	1978	1308
602	1981	1304
603	1984	1301
604	1987	1297
605	1990	1294
606	1993	1290
607	1996	1287
608	1999	1284
609	2003	1280
610	2006	1277
611	2009	1274
612	2013	1270
613	2016	1267
614	2019	1264
615	2022	1260
616	2025	1257
617	2027	1253
618	2030	1249
619	2034	1246
620	2037	1243
621	2040	1240
622	2043	1236
623	2047	1233
624	2050	1230
625	2054	1227
626	2057	1224
627	2061	1220
628	2064	1217
629	2068	1214
630	2071	1211
631	2074	1207
632	2077	1204
633	2080	1201
634	2084	1197
635	2087	1194
636	2090	1191
637	2092	1187
638	2095	1184
639	2099	1180
640	2102	1177
641	2105	1174
642	2108	1170
643	2111	1167
644	2114	1163
645	2117	1160
646	2121	1157
647	2124	1154
648	2128	1150
649	2131	1147
650	2134	1144
651	2137	1141
652	2140	1137
653	2143	1133
654	2146	1130
655	2149	1127
656	2153	1124
657	2156	1120
658	2159	1117
659	2163	1114
660	2166	1111
661	2169	1107
662	2173	1104
663	2176	1101
664	2180	1098
665	2183	1094
666	2186	1091
667	2189	1088
668	2192	1084
669	2195	1081
670	2198	1078
671	2201	1074
672	2204	1071
673	2208	1068
674	2211	1064
675	2214	1061
676	2217	1058
677	2221	1054
678	2224	1051
679	2227	1048
680	2230	1044
681	2234	1041
682	2237	1038
683	2240	1035
684	2243	1031
685	2246	1028
686	2250	1025
687	2255	1022
688	2258	1019
689	2262	1016
690	2265	1013
691	2268	1009
692	2271	1006
693	2274	1002
694	2277	999
695	2280	996
696	2283	992
697	2286	989
698	2290	986
699	2292	982
700	2295	979
701	2298	975
702	2301	972
703	2304	968
704	2307	965
705	2310	962
706	2314	959
707	2317	955
708	2320	952
709	2323	949
710	2326	945
711	2329	942
712	2333	939
713	2336	935
714	2339	932
715	2342	929
716	2345	925
717	2348	922
718	2351	918
719	2354	915
720	2357	912
721	2360	909
722	2364	905
723	2367	902
724	2370	899
725	2374	895
726	2377	892
727	2380	889
728	2384	886
729	2387	883
730	2390	879
731	2393	876
732	2397	873
733	2400	869
734	2403	866
735	2406	863
736	2410	860
737	2413	856
738	2417	853
739	2420	850
740	2423	847
741	2427	843
742	2430	840
743	2434	837
744	2437	834
745	2440	830
746	2443	827
747	2446	824
748	2450	821
749	2453	817
750	2456	814
751	2460	811
752	2463	808
753	2466	804
754	2470	801
755	2473	798
756	2476	794
757	2480	791
758	2483	788
759	2487	785
760	2490	782
761	2493	778
762	2497	775
763	2500	772
764	2503	769
765	2507	765
766	2510	762
767	2513	759
768	2516	755
769	2519	752
770	2522	749
771	2526	746
772	2529	742
773	2532	739
774	2536	736
775	2539	732
776	2542	729
777	2545	726
778	2548	723
779	2551	719
780	2554	716
781	2558	713
782	2561	709
783	2564	706
784	2567	703
785	2570	699
786	2574	696
787	2577	693
788	2581	690
789	2584	686
790	2587	683
791	2591	680
792	2594	677
793	2598	674
794	2601	670
795	2604	667
796	2607	664
797	2611	661
798	2615	658
799	2619	654
800	2623	651
801	2626	648
802	2629	645
803	2632	641
804	2636	638
805	2640	635
806	2643	632
807	2646	628
808	2650	625
809	2654	622
810	2657	619
811	2660	616
812	2663	612
813	2666	609
814	2670	606
815	2673	602
816	2676	599
817	2679	596
818	2683	592
819	2686	589
820	2689	586
821	2692	582
822	2694	579
823	2697	576
824	2701	572
825	2704	569
826	2707	566
827	2710	563
828	2713	559
829	2717	556
830	2721	553
831	2724	550
832	2727	546
833	2731	543
834	2734	540
835	2738	537
836	2741	533
837	2744	530
838	2747	527
839	2750	523
840	2754	520
841	2757	517
842	2761	514
843	2764	511
844	2768	507
845	2771	504
846	2774	501
847	2777	497
848	2781	494
849	2784	491
850	2787	488
851	2791	484
852	2794	481
853	2798	478
854	2801	475
855	2804	471
856	2807	468
857	2811	465
858	2814	461
859	2817	458
860	2820	455
861	2822	451
862	2825	448
863	2829	445
864	2832	442
865	2835	438
866	2838	435
867	2841	432
868	2845	429
869	2849	425
870	2852	422
871	2855	419
872	2859	416
873	2862	412
874	2865	409
875	2868	406
876	2871	402
877	2874	399
878	2877	396
879	2881	392
880	2884	389
881	2887	386
882	2891	383
883	2894	379
884	2898	376
885	2901	373
886	2904	370
887	2907	366
888	2910	363
889	2913	360
890	2916	356
891	2919	353
892	2922	350
893	2926	346
894	2929	343
895	2932	340
896	2935	337
897	2938	333
898	2941	330
899	2945	327
900	2948	323
901	2950	320
902	2953	317
903	2966	315
904	2970	311
905	2973	308
906	2976	305
907	2979	301
908	2982	298
909	2985	295
910	2989	292
911	2992	288
912	2995	285
913	2999	282
914	3001	278
915	3005	275
916	3008	272
917	3011	268
918	3014	265
919	3017	262
920	3021	259
921	3024	255
922	3027	252
923	3031	249
924	3034	246
925	3037	242
926	3040	239
927	3043	236
928	3046	232
929	3050	229
930	3053	226
931	3056	223
932	3059	219
933	3062	216
934	3066	213
935	3069	209
936	3072	206
937	3075	203
938	3079	200
939	3082	196
940	3085	193
941	3088	190
942	3091	186
943	3094	183
944	3097	180
945	3101	177
946	3104	173
947	3106	170
948	3109	167
949	3112	163
950	3115	160
951	3119	157
952	3122	153
953	3125	150
954	3128	147
955	3132	144
956	3135	140
957	3138	137
958	3142	134
959	3144	131
960	3148	127
961	3151	124
962	3155	121
963	3158	117
964	3160	114
965	3164	111
966	3167	108
967	3171	104
968	3174	101
969	3177	98
970	3181	95
971	3184	91
972	3187	88
973	3190	85
974	3193	81
975	3197	78
976	3200	75
977	3203	72
978	3206	68
979	3209	65
980	3213	62
981	3216	58
982	3219	55
983	3222	52
984	3225	49
985	3228	45
986	3231	42
987	3234	39
988	3238	36
989	3241	32
990	3245	29
991	3248	26
992	3251	22
993	3255	19
994	3259	16
995	3262	13
996	3265	9
997	3269	6
998	3272	3
999	3276	0
