iter	Logloss
898	0.2105215307
899	0.2104150812
900	0.2102857709
901	0.210179453
902	0.2100701294
903	0.2099708321
904	0.2098502317
905	0.2097864103
906	0.2097739707
907	0.209695406
908	0.2095322873
909	0.2094374875
910	0.2094248505
911	0.209273206
912	0.209135822
913	0.2089802943
914	0.2088991627
915	0.2088072809
916	0.2086607921
917	0.2084560326
918	0.2083284336
919	0.2082229713
920	0.2080119371
921	0.2079132541
922	0.2077778008
923	0.2076454409
924	0.2074771006
925	0.2073558201
926	0.2072723849
927	0.2071824118
928	0.2070810522
929	0.2070013028
930	0.2069285302
931	0.2068795616
932	0.206652402
933	0.2065520955
934	0.2064316926
935	0.2063295432
936	0.2062548179
937	0.2062013737
938	0.2060359952
939	0.2059313886
940	0.2057994675
941	0.2056808856
942	0.2055970335
943	0.2055924263
944	0.2054815011
945	0.205385034
946	0.2053093653
947	0.2051820734
948	0.2050435267
949	0.2049612543
950	0.2048462265
951	0.2047944717
952	0.2046890972
953	0.2046095672
954	0.2043879144
955	0.204317204
956	0.2042080998
957	0.204151277
958	0.2040256306
959	0.2037694452
960	0.2036550098
961	0.2035190519
962	0.2035039577
963	0.2033891054
964	0.2032665305
965	0.2032278076
966	0.2031059567
967	0.2030514594
968	0.2029863436
969	0.2029673441
970	0.202867981
971	0.2026542263
972	0.2026217123
973	0.2025627833
974	0.2025129811
975	0.2024115337
976	0.2022088364
977	0.2020627864
978	0.2019106593
979	0.201894863
980	0.2018224633
981	0.2017287605
982	0.2015724429
983	0.201435761
984	0.2014095655
985	0.2012215456
986	0.2011271188
987	0.2009909635
988	0.2006257179
989	0.2004305896
990	0.2003746005
991	0.2002818192
992	0.2002253474
993	0.2001743385
994	0.200094633
995	0.199953673
996	0.1998851565
997	0.1998328751
998	0.1997669036
999	0.1997022046
