Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_True,Cabin_S
0.033533533533533534,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0
0.5345345345345345,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
0.37287287287287285,0.9059059059059059,0.8966759270971439,0.0,0.9229978264984747,0.0,0,0,1,0,0,0,0,0
0.26926926926926925,0.8672005338672005,0.7858486130700518,0.0,0.9689227912476235,0.0,0,0,0,0,0,0,0,1
0.8593593593593594,0.0,0.7766513056835637,0.7637637637637638,0.9678904408225895,0.9155699914482653,0,1,0,0,0,1,0,0
0.05105105105105105,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0
0.3033033033033033,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0
0.3033033033033033,0.9275714633552471,0.0,0.8218218218218218,0.0,0.7597597597597597,0,0,1,0,0,1,0,0
0.9519519519519519,0.0,0.7622622622622623,0.0,0.940084386199768,0.7899684223697382,0,0,0,0,0,1,0,1
0.44244244244244246,0.0,0.0,0.9833781803595146,0.0,0.6496496496496496,1,0,0,0,0,1,0,1
0.033533533533533534,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1
0.7567567567567568,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1
0.504004004004004,0.8202171615258961,0.8493490987231598,0.9946014772650322,0.8239931087172562,0.6696696696696696,1,1,0,0,0,1,0,1
0.7152152152152151,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
0.3388388388388388,0.7467467467467468,0.9029604545068463,0.8138138138138138,0.9400097537645116,0.6496496496496496,0,0,0,0,0,1,0,1
0.13763763763763764,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,1
0.9789789789789789,0.6606606606606606,0.7737737737737738,0.8261594928261595,0.0,0.8567698379125873,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1
0.20120120120120122,0.6606606606606606,0.7985779153662366,0.8712045378712046,0.0,0.0,1,0,0,0,0,1,0,1
0.3033033033033033,0.9735184069750524,0.7267267267267267,0.0,0.0,0.7257257257257257,0,0,0,0,0,0,0,1
0.23673673673673673,0.8024024024024025,0.0,0.6966966966966968,0.6316316316316317,0.8978427120191759,0,0,0,0,0,1,0,0
0.17317317317317316,0.7147147147147147,0.9386768637731187,0.0,0.0,0.7507507507507507,0,0,0,0,0,1,0,0
0.12012012012012012,0.0,0.6486486486486487,0.0,0.0,0.9291189385409769,0,0,0,0,0,1,0,1
0.7362362362362362,0.7477477477477478,0.7509944311853614,0.9208838072535059,0.0,0.7047047047047047,0,0,1,0,1,0,0,0
0.8188188188188188,0.6606606606606606,0.9904225396324331,0.0,0.0,0.8648074826418778,1,1,0,0,0,1,0,1
0.504004004004004,0.7904571237904571,0.0,0.9531346221653549,0.0,0.0,1,0,1,0,0,1,0,1
0.5345345345345345,0.7112112112112112,0.0,0.9654424723075458,0.0,0.0,1,0,1,0,0,1,0,0
0.7567567567567568,0.0,0.9817464193470062,0.0,0.8323582399736111,0.9965734144625027,0,1,0,0,0,1,0,1
0.8188188188188188,0.9991816909701845,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0
0.033533533533533534,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0
0.07307307307307306,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0
0.7892892892892893,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1
0.8338338338338338,0.8076313790599503,0.0,0.0,0.8793616556615348,0.8661995328661996,0,0,0,0,0,1,0,0
0.8593593593593594,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,0,0,1
0.6951951951951951,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1
0.504004004004004,0.6606606606606606,0.8618042226487523,0.7507507507507507,0.7985151232075659,0.0,0,0,0,0,0,1,0,1
0.23673673673673673,0.0,0.0,0.9073338923894004,0.6316316316316317,0.7363813135278596,0,0,0,0,0,1,0,0
0.042042042042042045,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0
0.9369369369369369,0.0,0.9084202964640647,0.0,0.6551551551551551,0.8848848848848849,0,1,0,0,0,1,0,1
0.47297297297297297,0.0,0.8869220097290272,0.6966966966966968,0.7226545575426174,0.0,0,0,0,0,0,1,0,0
0.47297297297297297,0.0,0.9500386031773477,0.9494270603790216,0.0,0.7732653836102114,1,0,0,0,0,1,0,0
0.37287287287287285,0.8253253253253253,0.8246196401039512,0.8831590844871432,0.7277277277277278,0.0,0,0,0,0,1,0,0,0
0.20120120120120122,0.0,0.0,0.0,0.9138658757925625,0.7752752752752752,0,0,0,0,0,1,0,1
0.07807807807807808,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1
0.06156156156156156,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1
0.3033033033033033,0.967941127444949,0.6761761761761762,0.7312312312312312,0.0,0.0,0,0,1,0,0,1,0,1
0.6111111111111112,0.8690426342733251,0.0,0.8520936667004082,0.0,0.0,0,0,0,0,0,1,0,1
0.8188188188188188,0.9794218282846309,0.9956292629344107,0.0,0.9568879030746458,0.8548548548548548,1,1,0,0,0,1,0,0
0.5345345345345345,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
0.5635635635635636,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1
0.8908908908908909,0.0,0.9459317854759599,0.7912303094784845,0.7032032032032032,0.7072072072072072,1,1,0,0,0,0,1,1
0.985985985985986,0.0,0.0,0.9312530958793845,0.0,0.0,1,0,0,0,0,1,0,0
0.504004004004004,0.7657657657657657,0.7747747747747747,0.8687631546366226,0.8122448979591836,0.6496496496496496,0,0,0,0,0,1,0,1
0.6571571571571571,0.6606606606606606,0.9399800346545909,0.0,0.6926926926926926,0.8488666400480044,1,1,0,0,0,1,0,0
0.1036036036036036,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
0.5635635635635636,0.0,0.0,0.0,0.8913913913913913,0.7657657657657657,0,0,0,0,0,1,0,1
0.20120120120120122,0.7527527527527528,0.848048624440179,0.7677677677677678,0.0,0.6496496496496496,0,0,0,0,0,1,0,0
0.991991991991992,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,1
0.6951951951951951,0.8908908908908909,0.0,0.8458661417322834,0.0,0.7267267267267267,0,0,1,0,0,1,0,1
0.975975975975976,0.9816593869248479,0.8118118118118118,0.7122122122122122,0.8308308308308309,0.6621621621621622,0,0,1,0,0,1,1,1
0.8593593593593594,0.9776329855889219,0.6796796796796797,0.0,0.0,0.0,0,0,1,0,0,1,0,1
0.23673673673673673,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,1
0.7152152152152151,0.9867912969118118,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1
0.23673673673673673,0.0,0.6996996996996997,0.9197859208263232,0.0,0.0,1,0,0,0,0,1,0,0
0.8813813813813813,0.7727727727727728,0.8231564898231565,0.8065822033213339,0.7137137137137137,0.7527527527527528,0,0,0,0,1,0,0,1
0.1036036036036036,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0
0.6951951951951951,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
0.47297297297297297,0.8484182776801406,0.0,0.0,0.0,0.8570828961175235,0,0,0,0,0,1,0,0
0.26926926926926925,0.0,0.8238238238238238,0.8291697638232292,0.0,0.0,1,0,0,0,0,1,0,1
0.9519519519519519,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1
0.9094094094094094,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1
0.8188188188188188,0.9353471190988194,0.0,0.7157157157157157,0.0,0.7664330997664331,0,0,1,0,0,1,0,0
0.7567567567567568,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.3388388388388388,0.9954976592542175,0.0,0.0,0.0,0.7568080901414236,0,0,0,0,0,1,0,0
0.47297297297297297,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
0.17317317317317316,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
0.17317317317317316,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
0.1036036036036036,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,1
0.504004004004004,0.9541541541541542,0.0,0.7672672672672673,0.7112112112112112,0.7930430430430431,0,0,1,0,0,1,0,1
0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0
0.40890890890890885,0.0,0.0,0.0,0.8082520159357575,0.8748748748748749,0,0,0,0,0,1,0,1
0.23673673673673673,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1
0.6351351351351351,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0
0.3033033033033033,0.8212100611828688,0.0,0.7292292292292293,0.7747747747747747,0.8038038038038038,0,0,0,0,0,0,0,0
0.7567567567567568,0.0,0.9942727435333796,0.6636636636636637,0.9991071350330419,0.9649989590442152,0,1,0,0,0,1,0,1
0.7567567567567568,0.9918542721919738,0.0,0.8174174174174175,0.7177177177177178,0.7857857857857857,0,0,1,0,0,1,0,1
0.23673673673673673,0.6606606606606606,0.7907801418439713,0.9081881949665934,0.6456456456456456,0.7022022022022022,1,0,0,0,0,1,0,0
0.042042042042042045,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0
0.26926926926926925,0.0,0.0,0.6856856856856857,0.8270362747266616,0.7757757757757757,0,0,0,0,0,1,0,0
0.40890890890890885,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
0.7362362362362362,0.7157157157157157,0.7723648915819734,0.8683917296025752,0.0,0.8162135895509444,1,0,0,0,0,1,0,1
0.44244244244244246,0.7567567567567568,0.0,0.0,0.0,0.923888459317601,0,0,0,0,0,1,0,0
0.9519519519519519,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1
0.8998998998998999,0.7676303246251424,0.6656656656656657,0.8650952716116794,0.8028028028028028,0.7782488370723661,0,0,0,0,0,0,0,0
0.08808808808808809,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
0.025525525525525526,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0
0.7742742742742743,0.0,0.0,0.7157157157157157,0.9206660609638152,0.0,0,0,0,0,0,1,0,0
0.033533533533533534,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0
0.7742742742742743,0.8420038210747757,0.0,0.9397397397397398,0.0,0.0,1,0,1,0,0,1,0,0
0.44244244244244246,0.934033059033059,0.0,0.9179179179179179,0.0,0.6896896896896897,0,0,1,0,1,0,0,0
0.7152152152152151,0.0,0.8971926033244969,0.0,0.9099099099099099,0.8758758758758759,0,1,0,0,0,1,0,0
0.20120120120120122,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1
0.13763763763763764,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0
0.6951951951951951,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1
0.8813813813813813,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1
0.8593593593593594,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0
0.9169169169169169,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1
0.5635635635635636,0.0,0.6591591591591591,0.780044403755744,0.0,0.8950236281595705,0,0,0,0,0,1,0,1
0.23673673673673673,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
0.5635635635635636,0.9211593468923249,0.6486486486486487,0.8108108108108109,0.0,0.0,1,0,1,0,0,1,0,0
0.08808808808808809,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0
0.17317317317317316,0.9140653045559469,0.0,0.8482316918852609,0.7964631297964632,0.0,0,0,1,0,0,1,0,0
0.1036036036036036,0.8028028028028028,0.0,0.0,0.7397397397397397,0.8998964956380304,0,0,0,0,0,1,0,0
0.6951951951951951,0.7904571237904571,0.7841945531188559,0.0,0.6866866866866868,0.8454650385343454,0,0,0,0,0,1,0,0
0.3033033033033033,0.8347097097097097,0.8028028028028028,0.0,0.0,0.7955517970658016,0,0,0,0,0,1,0,0
0.3033033033033033,0.0,0.7397397397397397,0.0,0.0,0.9599318773475164,0,0,0,0,0,0,0,1
0.7567567567567568,0.9605402493455174,0.0,0.0,0.7167167167167167,0.0,0,0,0,0,0,1,0,0
0.23673673673673673,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0
0.033533533533533534,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0
0.1036036036036036,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0
0.15515515515515516,0.0,0.6656656656656657,0.0,0.0,0.9310995586723382,0,0,0,0,0,1,0,0
0.025525525525525526,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.13763763763763764,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0
0.3033033033033033,0.9802120422430578,0.0,0.8043911753162855,0.0,0.0,0,0,1,0,0,0,0,1
0.37287287287287285,0.944944944944945,0.7494460988184837,0.6636636636636637,0.6456456456456456,0.0,0,0,1,0,0,1,0,1
0.6571571571571571,0.9731274177723698,0.6966966966966966,0.8239871635750342,0.6316316316316317,0.0,0,0,1,0,0,1,0,1
0.3033033033033033,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,1
0.8038038038038038,0.946204143725445,0.0,0.8468511906313256,0.7331406139235321,0.9269269269269269,0,0,1,0,0,1,0,1
0.15515515515515516,0.9222120848833177,0.0,0.8315325852167958,0.8112761435237006,0.0,0,0,1,0,0,1,0,1
0.26926926926926925,0.9569503637694261,0.0,0.0,0.6896896896896897,0.0,0,0,1,0,0,1,0,1
0.40890890890890885,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,1
0.15515515515515516,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,1
0.3033033033033033,0.0,0.6591591591591591,0.9063349063349063,0.0,0.6966966966966968,0,0,0,0,0,1,0,1
0.6351351351351351,0.8008008008008007,0.0,0.6966966966966968,0.9495112073370134,0.0,0,0,1,0,0,1,1,1
0.962962962962963,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0
0.40890890890890885,0.6866866866866868,0.6826826826826826,0.0,0.894094094094094,0.7682682682682682,0,0,0,0,0,1,0,1
0.5880880880880881,0.768224994978665,0.0,0.6636636636636637,0.9519519519519519,0.0,0,0,1,0,0,1,0,1
0.6351351351351351,0.7537537537537538,0.0,0.8377127127127127,0.9426540365898274,0.0,0,0,1,0,0,1,0,1
0.8188188188188188,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
0.6951951951951951,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0
0.3033033033033033,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1
0.8703703703703705,0.0,0.9618457369503395,0.0,0.0,0.6896896896896897,1,1,0,0,0,0,0,0
0.6571571571571571,0.0,0.7530361362438864,0.929129129129129,0.871314691206041,0.9977797596378328,0,1,0,0,0,1,0,0
0.3033033033033033,0.9884822552237823,0.0,0.8440944881889765,0.7167167167167167,0.0,0,0,1,0,0,1,0,0
0.6571571571571571,0.0,0.6486486486486487,0.0,0.9962783738096893,0.9291189385409769,0,1,0,0,0,1,0,1
0.5880880880880881,0.8296320536276509,0.8614843250159948,0.885272850921706,0.0,0.0,0,0,0,0,0,1,0,0
0.5635635635635636,0.8192303414525637,0.8508828381007331,0.0,0.0,0.6496496496496496,0,0,0,0,0,1,0,0
0.3033033033033033,0.8909952205726853,0.7796957893244,0.8659225769991523,0.6456456456456456,0.6856856856856857,1,0,0,0,0,1,0,0
0.40890890890890885,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1
0.9719719719719719,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,1
0.3388388388388388,0.0,0.0,0.8494222433442618,0.8270362747266616,0.7757757757757757,0,0,0,0,0,1,0,1
0.47297297297297297,0.0,0.9763485744498402,0.0,0.9239239239239239,0.9639049529879224,0,1,0,0,0,1,0,1
0.47297297297297297,0.7590924257590924,0.7177177177177178,0.0,0.0,0.9099099099099099,0,0,0,0,0,1,0,0
0.5345345345345345,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0
0.1036036036036036,0.7802343326933492,0.0,0.0,0.9024191908924578,0.6496496496496496,0,0,0,0,0,1,0,1
0.8813813813813813,0.0,0.7933749327392359,0.8920647228632019,0.0,0.0,1,0,0,0,0,0,0,1
0.982982982982983,0.0,0.7142142142142143,0.8074891982717234,0.0,0.9379187041178625,0,0,0,0,0,1,0,0
0.9094094094094094,0.7457457457457457,0.9429127884038483,0.0,0.7413557468908023,0.0,1,0,0,0,0,0,0,0
0.8593593593593594,0.0,0.7574240907574241,0.0,0.6971971971971972,0.8338338338338338,0,0,0,0,0,1,0,0
0.23673673673673673,0.0,0.0,0.9859429196638498,0.0,0.0,1,0,0,0,0,1,0,0
0.3033033033033033,0.0,0.8935119887165021,0.0,0.0,0.0,1,0,0,0,0,1,0,1
0.5635635635635636,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0
0.3388388388388388,0.7901234567901234,0.8551660904602081,0.6636636636636637,0.0,0.6621621621621622,1,0,0,0,0,1,0,0
0.12012012012012012,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
0.8188188188188188,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0
0.9569569569569569,0.6806806806806807,0.9116958970453328,0.7477477477477478,0.7908111404757063,0.7072072072072072,0,0,0,0,0,0,0,0
0.5345345345345345,0.0,0.8457750774029843,0.7527527527527528,0.6726726726726726,0.9477349415353357,0,1,0,0,0,1,0,0
0.23673673673673673,0.0,0.0,0.0,0.0,0.9136106127540818,0,0,0,0,0,0,0,1
0.23673673673673673,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
0.47297297297297297,0.0,0.9719823415504836,0.0,0.9313448596317122,0.8218218218218218,1,1,0,0,0,0,0,1
0.17317317317317316,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1
0.07807807807807808,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1
0.7892892892892893,0.0,0.9846352464155891,0.7917917917917918,0.9292718392304538,0.0,1,1,0,0,0,1,0,1
0.40890890890890885,0.7707707707707707,0.6591591591591591,0.9664785242290749,0.7032032032032032,0.0,1,0,0,0,0,1,0,0
0.9569569569569569,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0
0.37287287287287285,0.0,0.0,0.7272272272272272,0.0,0.943943943943944,0,0,0,0,0,1,0,0
0.5345345345345345,0.0,0.8240511999038602,0.0,0.9560224107622539,0.988366076186691,0,1,0,0,0,1,0,1
0.37287287287287285,0.0,0.8448448448448448,0.0,0.7082082082082082,0.9709269003710054,0,1,0,0,0,0,0,0
0.37287287287287285,0.8348348348348348,0.7806451612903224,0.8383935477572598,0.6316316316316317,0.7801134467801134,0,0,0,0,0,1,0,1
0.20120120120120122,0.0,0.0,0.9680464096809676,0.0,0.0,1,0,0,0,0,1,0,1
0.20120120120120122,0.943490528012898,0.0,0.8164831498164832,0.6726726726726726,0.0,0,0,0,0,0,1,0,1
0.8998998998998999,0.8288982433176159,0.0,0.0,0.8318318318318318,0.0,1,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0.47297297297297297,0.8378378378378378,0.0,0.7837837837837838,0.0,0.9417635842988187,0,0,0,0,0,0,0,0
0.1036036036036036,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
0.8338338338338338,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.033533533533533534,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1
0.6351351351351351,0.815441381230855,0.9746781545230289,0.0,0.7352352352352352,0.8105707951466304,1,1,0,0,0,1,0,1
0.6571571571571571,0.8488546033817664,0.8092798178195273,0.0,0.7867867867867868,0.9389367088607595,0,1,0,0,0,1,0,1
0.44244244244244246,0.0,0.0,0.8370870870870871,0.0,0.8718024545320123,0,0,0,0,0,1,0,0
0.5635635635635636,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0
0.5635635635635636,0.9979898663895415,0.6591591591591591,0.8293897858254293,0.9445258929440499,0.0,0,0,1,0,0,1,0,1
0.8478478478478478,0.8895470001096851,0.6486486486486487,0.7292292292292293,0.0,0.0,0,0,0,0,0,1,0,0
0.033533533533533534,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,1
0.23673673673673673,0.8445421678661903,0.8138256951313332,0.8998419614946788,0.6551551551551551,0.9287252456692698,1,0,1,0,0,1,0,1
0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1
0.7567567567567568,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
0.6111111111111112,0.7817787847727968,0.0,0.0,0.8208208208208209,0.9208618351475495,0,0,0,0,1,0,0,0
0.5880880880880881,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,1
0.13763763763763764,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0
0.504004004004004,0.8473345327771075,0.0,0.9709350514307411,0.0,0.0,0,0,1,0,0,1,0,1
0.3388388388388388,0.7887887887887888,0.950904923315959,0.827027027027027,0.6551551551551551,0.0,1,0,1,0,0,1,0,0
0.12012012012012012,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0
0.37287287287287285,0.9749893131301804,0.0,0.9940091208891844,0.0,0.0,0,0,1,0,0,1,0,0
0.7152152152152151,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0
0.9094094094094094,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1
0.6351351351351351,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1
0.47297297297297297,0.7907907907907907,0.0,0.8725878623253325,0.0,0.7737579944476498,0,0,0,0,1,0,0,1
0.13763763763763764,0.8332940227677069,0.7887339171802357,0.7537537537537538,0.0,0.7835879357618487,0,0,0,0,0,1,0,1
0.47297297297297297,0.9875058143042588,0.7609553101488584,0.996911123349893,0.6991991991991993,0.6766766766766767,0,0,1,0,0,1,0,0
0.975975975975976,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0
0.40890890890890885,0.0,0.0,0.8920647228632019,0.7947947947947948,0.7552147363554909,1,0,0,0,0,1,0,1
0.5880880880880881,0.0,0.7567567567567568,0.0,0.8502784825116586,0.9269269269269269,0,0,0,0,0,1,0,0
0.40890890890890885,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0
0.40890890890890885,0.0,0.6761761761761762,0.0,0.9712127055318676,0.0,0,0,0,0,0,1,0,0
0.26926926926926925,0.0,0.0,0.887815104708669,0.0,0.8159119759180082,0,0,0,0,0,1,0,0
0.3388388388388388,0.7796356768079138,0.0,0.9274381743706896,0.6726726726726726,0.0,1,0,0,0,0,1,0,1
0.982982982982983,0.0,0.9019019019019019,0.0,0.7942942942942943,0.9951949681488145,0,1,0,0,0,0,0,1
0.20120120120120122,0.7157157157157157,0.7893747061589093,0.6916916916916918,0.9898130140065624,0.8937073267297148,0,1,0,0,0,0,0,1
0.3033033033033033,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
1.0,0.9979124999433692,0.7939575717353493,0.7052052052052051,0.9686328583617174,0.9660874877936291,0,1,0,0,0,1,0,1
0.9519519519519519,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1
0.1036036036036036,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1
0.6571571571571571,0.0,0.9449299063789681,0.7007007007007007,0.9321179515847141,0.9288765315996783,0,1,0,0,0,1,0,1
0.6351351351351351,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1
0.6111111111111112,0.8045727388287943,0.0,0.8918918918918919,0.0,0.8008327550312283,1,0,0,0,0,1,0,0
0.20120120120120122,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0
0.5345345345345345,0.7657657657657657,0.8728728728728729,0.0,0.9806548376850185,0.7937937937937938,0,0,0,0,0,1,0,1
