Survived,Pclass,Age,Fare,Sex_male,ZeroSib,OneSib,YesCh,Embarked_Q,Embarked_S,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_Z
1,1,0.7949438202247192,2.838758575289308,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,1,0.8780898876404495,2.9892592335943453,1,0,1,1,0,1,0,1,0,0,0,0,0,0
0,3,0.2370786516853932,0.5823314392626983,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.0,0.5745703693437738,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1,2,0.6179775280898877,-0.1712545908114476,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,3,0.3679775280898877,-0.2726725452151617,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.3179775280898876,-0.2827766613540295,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,0.5466292134831461,-0.2508358741597949,1,0,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.6893258426966293,-0.1712545908114476,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.301123595505618,1.405212736470099,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.4134831460674157,2.55724655256046,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.5466292134831461,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
1,3,0.6893258426966293,1.8208024391934032,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.5230337078651686,-0.2946867853925576,1,1,0,1,0,1,0,0,0,0,1,0,0,0
0,3,0.0,-0.2840412999792114,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.6438202247191012,-0.0857182454438362,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.4426966292134832,-0.2362189037488739,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.6179775280898877,-0.2145641327697318,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.0,-0.2887317233732936,0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,1,0.5910112359550562,1.4138746448617558,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,2,0.3179775280898876,-0.1712545908114476,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.7095505617977529,0.0604514586653731,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.301123595505618,0.8627607234425888,1,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,1,0.4662921348314607,10.764404753655324,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,3,0.4921348314606741,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.6179775280898877,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.3904494382022472,-0.2858429769246761,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0.8887640449438203,2.0234564479246067,1,0,1,1,0,1,0,0,0,1,0,0,0,0
0,3,0.5466292134831461,0.2650890444182662,1,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,0.9696629213483148,-0.3120106021758714,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0.996629213483146,0.8748527475573419,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,2,0.7264044943820225,0.3701146836671055,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.7264044943820225,0.5000433095419583,1,0,1,1,0,1,0,0,0,0,0,0,0,1
0,3,0.5910112359550562,-0.2840412999792114,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.2840412999792114,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0.4134831460674157,2.721281442727461,1,1,0,0,0,1,0,0,1,0,0,0,0,0
0,3,0.7095505617977529,-0.2511953433580486,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.7859550561797753,-0.2827766613540295,1,0,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.5910112359550562,-0.2840412999792114,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.4134831460674157,-0.2946867853925576,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.0,-0.2892730926477721,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.7949438202247192,-0.2840412999792114,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0.8949438202247192,1.6260914004573488,1,1,0,1,0,1,0,1,0,0,0,0,0,0
0,3,0.2853932584269663,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,3,0.4426966292134832,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.3904494382022472,-0.2004885316332894,0,0,1,1,0,1,0,0,0,0,0,0,0,1
0,3,0.3179775280898876,0.0001775691220289,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0.4134831460674157,-0.2827766613540295,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.9955056179775282,-0.2903558311967292,1,1,0,1,1,0,0,0,0,0,0,0,0,1
0,2,0.6179775280898877,0.283495599750537,1,0,1,1,0,1,0,0,0,0,0,0,0,1
0,1,0.4921348314606741,10.094007691774651,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0.2191011235955056,0.7285011433719076,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.4134831460674157,2.55724655256046,1,0,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.7000000000000001,0.6763477929457417,1,0,1,1,0,0,0,0,0,0,0,0,0,1
1,2,0.7000000000000001,-0.0629807359157369,0,1,0,1,0,1,0,0,0,1,0,0,0,0
0,1,0.9483146067415732,2.721281442727461,1,1,0,0,0,1,0,0,1,0,0,0,0,0
1,3,0.2752808988764045,-0.1391319035409881,1,0,1,1,0,0,0,0,0,0,0,0,0,1
0,3,0.0,-0.2903558311967292,1,1,0,1,1,0,0,0,0,0,0,0,0,1
1,3,0.4921348314606741,-0.3167010255699535,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.0,0.3423229505924745,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,3,0.8780898876404495,-0.3239207262143995,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.7095505617977529,-0.2840412999792114,1,1,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0.3904494382022472,-0.3206725105675282,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.8949438202247192,0.0019835770216894,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1,2,0.6179775280898877,0.5000433095419583,0,0,1,1,0,1,0,0,0,0,0,0,0,1
0,2,0.5230337078651686,-0.0629807359157369,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.4662921348314607,0.0256219250225209,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0.3679775280898877,0.5123129027787402,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,3,0.301123595505618,-0.2268337260065137,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,0.0342838334141777,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,3,0.4921348314606741,0.0604514586653731,0,0,1,1,0,1,0,0,0,0,0,0,0,1
0,3,0.3679775280898877,-0.3336653731550135,1,1,0,1,1,0,0,0,0,0,0,0,0,1
0,2,0.3393258426966292,-0.1279450488531633,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.3679775280898877,0.965620885593514,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1,3,0.5662921348314607,-0.2883722541750398,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.2634831460674157,0.8627607234425888,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.7820224719101123,0.5000433095419583,1,1,0,0,0,1,0,0,0,0,1,0,0,0
0,2,0.8483146067415731,-0.0629807359157369,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.9320224719101124,-0.0835527683459219,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,1,0.4426966292134832,2.2584107130482987,0,0,1,1,0,1,0,1,0,0,0,0,0,0
0,3,0.9561797752808988,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.8325842696629214,0.0019835770216894,1,1,0,0,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.3093037558034786,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0.9320224719101124,2.0323002563924883,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,3,0.301123595505618,-0.2910791005474326,0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,3,0.6438202247191012,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.2508358741597949,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,2.3861738618252373,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,0.8657303370786518,0.0712788441549442,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1,2,0.8247191011235955,0.0561205044695447,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.5466292134831461,-0.2892730926477721,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.3179775280898876,-0.2508358741597949,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.2095505617977528,1.092842665095974,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,0.0,1.7560200263322014,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,3,0.8780898876404495,0.5823314392626983,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,0.0,0.4967950938950869,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.5910112359550562,1.8208024391934032,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0.9769662921348315,0.8248648742290902,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,3,0.2370786516853932,0.6353856281615965,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,0.2095505617977528,-0.1438266578892661,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,0.4134831460674157,-0.2827766613540295,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.3393258426966292,-0.2858429769246761,1,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,0.0,0.4769463308156052,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.9224719101123596,0.6175204421038042,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,2,0.6438202247191012,-0.0629807359157369,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.7691011235955056,-0.6260047813734322,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,2.3861738618252373,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.0,0.0258038250987457,1,1,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0.2634831460674157,0.7333734668422146,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,0.2095505617977528,1.0630673549996534,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1,3,0.2370786516853932,0.3278878802577783,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.0,1.5394723165407802,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1,3,0.0,0.0452931189799736,0,0,1,1,1,0,0,0,0,0,0,0,0,1
1,1,0.8780898876404495,0.5238635576190146,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.8247191011235955,0.0452931189799736,1,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,0.7691011235955056,-0.2840412999792114,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,2,0.6893258426966293,-0.0629807359157369,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.3679775280898877,-0.0629807359157369,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,2,0.2280898876404494,0.5000433095419583,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1,1,0.8657303370786518,0.5745703693437738,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,0.9657303370786516,5.719743953987942,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,3,0.0,-0.2903558311967292,1,1,0,1,1,0,0,0,0,0,0,0,0,1
0,3,0.8483146067415731,-0.2620227288476197,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1,3,0.0,-0.2903558311967292,0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,2,0.4921348314606741,-0.0629807359157369,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.5910112359550562,-0.2145641327697318,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,2.3861738618252373,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,0.7264044943820225,-0.3446746587208094,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.8859550561797753,-0.3130933407248285,1,1,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0.2191011235955056,-0.1728786986348832,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,3,0.6893258426966293,0.0604514586653731,1,0,1,1,0,1,0,0,0,0,0,0,0,1
1,3,0.5466292134831461,0.1876732381678331,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1,3,0.301123595505618,-0.2903558311967292,0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,3,0.4921348314606741,-0.3206725105675282,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,2,0.7460674157303371,0.283495599750537,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.4426966292134832,-0.3120106021758714,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.6438202247191012,-0.0629807359157369,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.2903558311967292,1,0,1,1,1,0,0,0,0,0,0,0,0,1
1,1,0.6696629213483147,4.279883583951216,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1,3,0.5662921348314607,-0.2827766613540295,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.8483146067415731,0.5433528515002425,1,0,1,1,0,1,0,0,0,0,0,0,0,1
1,1,0.6893258426966293,2.6781538008454024,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,2,0.6438202247191012,-0.1712545908114476,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.301123595505618,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.5662921348314607,-0.0629807359157369,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.9320224719101124,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.2840412999792114,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,1,0.7949438202247192,3.27185399487215,1,0,1,1,0,1,0,1,0,0,0,0,0,0
0,3,0.4426966292134832,-0.2210605640634745,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,2,0.3679775280898877,-0.1712545908114476,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.4,-0.3120106021758714,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.3393258426966292,-0.0629807359157369,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,0.4769463308156052,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,0.7460674157303371,2.9892592335943453,0,0,1,1,0,1,0,1,0,0,0,0,0,0
0,3,0.6179775280898877,-0.2892730926477721,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.9696629213483148,-0.0413259649365948,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.2449438202247191,0.7333734668422146,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.4921348314606741,-0.1712545908114476,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.8657303370786518,0.5000433095419583,1,0,1,1,0,1,0,0,0,0,0,0,0,1
1,2,0.2561797752808989,0.5108706950315294,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.3679775280898877,-0.1712545908114476,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.7095505617977529,-0.094380153835493,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,3,0.0,0.0452931189799736,0,0,1,1,1,0,0,0,0,0,0,0,0,1
0,2,0.6179775280898877,-0.1712545908114476,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.4426966292134832,-0.3174242949206569,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.6438202247191012,-0.3130933407248285,1,1,0,1,0,0,0,0,0,0,0,0,0,1
0,1,0.8657303370786518,3.27185399487215,1,0,0,1,1,0,0,1,0,0,0,0,0,0
0,3,0.5230337078651686,-0.2892730926477721,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,2,0.4921348314606741,0.0019835770216894,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,1,0.7859550561797753,1.6500935486106298,1,0,1,0,0,1,0,0,1,0,0,0,0,0
0,2,0.9483146067415732,0.5000433095419583,1,0,1,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.3120106021758714,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.6179775280898877,-0.1728786986348832,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,0.9808988764044944,0.5238635576190146,1,1,0,1,0,1,0,1,0,0,0,0,0,0
0,3,0.6438202247191012,0.0712788441549442,1,0,1,1,0,1,0,0,0,0,0,0,0,1
1,3,0.6179775280898877,0.0342838334141777,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.0,2.8041109417226804,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0.6438202247191012,3.120270598018155,0,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,0.7460674157303371,21.56273820248077,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,2,0.9224719101123596,0.5000433095419583,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.2903558311967292,1,1,0,1,1,0,0,0,0,0,0,0,0,1
1,3,0.2280898876404494,0.7333734668422146,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.9398876404494384,2.8236002356039083,1,0,1,0,0,1,0,0,0,1,0,0,0,0
0,1,0.8247191011235955,-0.6260047813734322,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,3,0.0,-0.2903558311967292,0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,2,0.7691011235955056,-0.1712545908114476,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.301123595505618,1.092842665095974,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,0.5230337078651686,-0.2892730926477721,1,0,1,1,0,1,0,0,0,0,0,0,0,1
1,1,0.9657303370786516,6.020385801399765,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,1,0.7460674157303371,5.248211315917122,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,1,0.0,0.7165910193333795,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.5230337078651686,-0.6260047813734322,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,2,0.8370786516853933,0.2185312868131106,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.7859550561797753,0.6602886147876099,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,0.0,-0.2903558311967292,0,1,0,1,1,0,0,0,0,0,0,0,0,1
1,1,0.9842696629213484,2.7503334834730784,0,0,1,1,0,1,0,0,1,0,0,0,0,0
0,3,0.8780898876404495,-0.2903558311967292,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.0,-0.6260047813734322,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.2528089887640449,0.6353856281615965,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,0.7460674157303371,0.2510134432818238,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,0.9893258426966294,-0.2903558311967292,1,1,0,1,1,0,0,0,0,0,0,0,0,1
0,3,0.5910112359550562,-0.2858429769246761,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.301123595505618,-0.2145641327697318,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.3679775280898877,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0.0,0.5000433095419583,1,1,0,1,0,1,0,0,0,0,0,0,0,0
0,3,0.7095505617977529,-0.2508358741597949,1,1,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0.4426966292134832,-0.2840412999792114,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,2,0.8483146067415731,-0.0629807359157369,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.4426966292134832,-0.2903558311967292,0,1,0,1,1,0,0,0,0,0,0,0,0,1
1,1,0.5466292134831461,2.788952602037281,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,1,0.3679775280898877,3.3185936525535307,0,0,1,1,0,0,1,0,0,0,0,0,0,0
0,2,0.7691011235955056,-0.0683944286605224,1,1,0,1,0,0,0,0,1,0,0,0,0,0
0,3,0.4921348314606741,-0.2427153350426166,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.4921348314606741,-0.2840412999792114,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0.0,0.5745703693437738,1,1,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0.4752808988764045,-0.3129114406486037,1,1,0,1,0,0,0,0,0,0,0,0,0,1
0,1,0.2191011235955056,5.937556302404546,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1,1,0.0,0.6949362483542374,1,1,0,1,0,1,0,1,0,0,0,0,0,0
