Survived,Pclass,Age,Fare,Sex_male,ZeroSib,OneSib,YesCh,Embarked_Q,Embarked_S,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_Z
1,2,0.41348314606741576,-0.1712545908114476,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.606179775280899,-0.3129114406486037,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1,2,0.2449438202247191,0.5758350079689557,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,0.2724719101123596,1.405212736470099,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,0.4426966292134832,-0.3129114406486037,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0.7949438202247192,2.8387585752893076,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,1,0.8780898876404495,2.9892592335943453,1,0,1,1,0,1,0,1,0,0,0,0,0,0
0,3,0.23707865168539327,0.5823314392626983,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.0,0.5745703693437738,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1,3,0.0,0.03428383341417777,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,0.6179775280898877,-0.1712545908114476,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,3,0.3679775280898877,-0.27267254521516177,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.31797752808988766,-0.2827766613540295,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,0.5466292134831461,-0.2508358741597949,1,0,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.6893258426966293,-0.1712545908114476,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.301123595505618,1.405212736470099,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.41348314606741576,2.55724655256046,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.5466292134831461,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
1,3,0.6893258426966293,1.8208024391934032,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.5230337078651686,-0.29468678539255766,1,1,0,1,0,1,0,0,0,0,1,0,0,0
0,3,0.0,-0.2840412999792114,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,2,0.20393258426966293,0.629971935416811,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1,3,0.6438202247191012,-0.0857182454438362,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.4426966292134832,-0.23621890374887394,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.6179775280898877,-0.21456413276973182,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.0,-0.2887317233732936,0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,1,0.5910112359550562,1.4138746448617558,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,2,0.31797752808988766,-0.1712545908114476,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.7095505617977529,0.06045145866537313,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.301123595505618,0.8627607234425888,1,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,1,0.4662921348314607,10.764404753655324,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,3,0.49213483146067416,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.6179775280898877,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.3904494382022472,-0.2858429769246761,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0.8887640449438203,2.0234564479246067,1,0,1,1,0,1,0,0,0,1,0,0,0,0
0,3,0.5466292134831461,0.2650890444182662,1,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,0.9696629213483147,-0.3120106021758714,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0.9966292134831461,0.8748527475573419,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0.4662921348314607,2.1180141708821285,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2,0.7264044943820225,0.37011468366710554,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.7264044943820225,0.5000433095419583,1,0,1,1,0,1,0,0,0,0,0,0,0,1
0,3,0.5910112359550562,-0.2840412999792114,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.2840412999792114,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0.41348314606741576,2.721281442727461,1,1,0,0,0,1,0,0,1,0,0,0,0,0
0,3,0.7095505617977529,-0.25119534335804866,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.7859550561797753,-0.2827766613540295,1,0,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.5910112359550562,-0.2840412999792114,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.41348314606741576,-0.29468678539255766,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.0,-0.2892730926477721,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.7949438202247192,-0.2840412999792114,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.0,0.41992065691913233,0,0,1,1,1,0,0,0,0,0,0,0,0,1
0,1,0.8949438202247192,1.6260914004573488,1,1,0,1,0,1,0,1,0,0,0,0,0,0
0,3,0.2853932584269663,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,3,0.4426966292134832,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.3904494382022472,-0.20048853163328947,0,0,1,1,0,1,0,0,0,0,0,0,0,1
0,3,0.31797752808988766,0.00017756912202893625,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0.41348314606741576,-0.2827766613540295,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.9955056179775282,-0.29035583119672925,1,1,0,1,1,0,0,0,0,0,0,0,0,1
0,2,0.6179775280898877,0.283495599750537,1,0,1,1,0,1,0,0,0,0,0,0,0,1
0,1,0.49213483146067416,10.094007691774651,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0.21910112359550565,0.7285011433719076,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.41348314606741576,2.55724655256046,1,0,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.7000000000000001,0.6763477929457417,1,0,1,1,0,0,0,0,0,0,0,0,0,1
1,2,0.7000000000000001,-0.06298073591573695,0,1,0,1,0,1,0,0,0,1,0,0,0,0
0,1,0.9483146067415731,2.721281442727461,1,1,0,0,0,1,0,0,1,0,0,0,0,0
1,3,0.2752808988764045,-0.13913190354098817,1,0,1,1,0,0,0,0,0,0,0,0,0,1
0,3,0.0,-0.29035583119672925,1,1,0,1,1,0,0,0,0,0,0,0,0,1
1,3,0.49213483146067416,-0.31670102556995355,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.0,0.34232295059247453,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,3,0.8780898876404495,-0.32392072621439955,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.7095505617977529,-0.2840412999792114,1,1,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0.3904494382022472,-0.32067251056752827,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.8949438202247192,0.001983577021689412,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1,2,0.6179775280898877,0.5000433095419583,0,0,1,1,0,1,0,0,0,0,0,0,0,1
0,2,0.5230337078651686,-0.06298073591573695,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.4662921348314607,0.025621925022520947,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0.3679775280898877,0.5123129027787402,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0.7859550561797753,1.6737318966114614,1,0,1,1,0,1,0,1,0,0,0,0,0,0
0,3,0.301123595505618,-0.22683372600651378,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0.49213483146067416,2.8041109417226804,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,3,0.0,0.03428383341417777,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,3,0.4426966292134832,-0.29035583119672925,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.49213483146067416,0.06045145866537313,0,0,1,1,0,1,0,0,0,0,0,0,0,1
0,3,0.3679775280898877,-0.3336653731550135,1,1,0,1,1,0,0,0,0,0,0,0,0,1
0,2,0.33932584269662924,-0.12794504885316332,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.3679775280898877,0.9656208855935139,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1,3,0.5662921348314607,-0.28837225417503987,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.26348314606741574,0.8627607234425888,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.7820224719101123,0.5000433095419583,1,1,0,0,0,1,0,0,0,0,1,0,0,0
0,2,0.8483146067415731,-0.06298073591573695,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.9320224719101124,-0.08355276834592196,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,1,0.4426966292134832,2.2584107130482987,0,0,1,1,0,1,0,1,0,0,0,0,0,0
0,3,0.9561797752808989,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.8325842696629214,0.001983577021689412,1,1,0,0,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.30930375580347863,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0.9320224719101124,2.0323002563924883,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,3,0.301123595505618,-0.29107910054743263,0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,3,0.6438202247191012,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.2508358741597949,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,2.3861738618252373,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,0.8657303370786518,0.07127884415494427,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1,2,0.8247191011235955,0.056120504469544724,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.5466292134831461,-0.2892730926477721,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.31797752808988766,-0.2508358741597949,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.20955056179775283,1.092842665095974,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,0.26348314606741574,0.26292356732035194,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1,1,0.0,1.7560200263322014,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,3,0.8780898876404495,0.5823314392626983,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,0.0,0.49679509389508697,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.5910112359550562,1.8208024391934032,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0.9769662921348315,0.8248648742290902,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,3,0.23707865168539327,0.6353856281615965,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,0.20955056179775283,-0.14382665788926616,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,0.41348314606741576,-0.2827766613540295,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0.958426966292135,0.7034162566696693,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,3,0.33932584269662924,-0.2858429769246761,1,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,0.0,0.4769463308156052,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.9224719101123596,0.6175204421038042,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,2,0.6438202247191012,-0.06298073591573695,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.7691011235955056,-0.6260047813734322,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,2.3861738618252373,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.0,0.025803825098745778,1,1,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0.26348314606741574,0.7333734668422146,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,0.20955056179775283,1.0630673549996534,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1,3,0.23707865168539327,0.3278878802577783,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.0,1.5394723165407802,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1,3,0.0,0.04529311897997366,0,0,1,1,1,0,0,0,0,0,0,0,0,1
1,1,0.8780898876404495,0.5238635576190146,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.8247191011235955,0.04529311897997366,1,0,1,0,1,0,0,0,0,0,0,0,0,1
0,3,0.7691011235955056,-0.2840412999792114,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,2,0.6893258426966293,-0.06298073591573695,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.3679775280898877,-0.06298073591573695,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.3679775280898877,-0.2858429769246761,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1,2,0.22808988764044946,0.5000433095419583,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1,1,0.8657303370786518,0.5745703693437738,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,0.9657303370786517,5.719743953987942,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,3,0.0,-0.29035583119672925,1,1,0,1,1,0,0,0,0,0,0,0,0,1
0,3,0.8483146067415731,-0.26202272884761973,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1,3,0.0,-0.29035583119672925,0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,2,0.49213483146067416,-0.06298073591573695,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.5910112359550562,-0.21456413276973182,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,2.3861738618252373,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,0.7264044943820225,-0.3446746587208094,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.8859550561797753,-0.31309334072482853,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1,3,0.33932584269662924,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.21910112359550565,-0.17287869863488323,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,3,0.6893258426966293,0.06045145866537313,1,0,1,1,0,1,0,0,0,0,0,0,0,1
1,3,0.5466292134831461,0.18767323816783318,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1,3,0.301123595505618,-0.29035583119672925,0,1,0,1,1,0,0,0,0,0,0,0,0,1
1,1,0.8247191011235955,0.7165910193333795,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,3,0.49213483146067416,-0.32067251056752827,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,2,0.7460674157303371,0.283495599750537,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.4426966292134832,-0.3120106021758714,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.6438202247191012,-0.06298073591573695,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.29035583119672925,1,0,1,1,1,0,0,0,0,0,0,0,0,1
1,1,0.6696629213483147,4.279883583951216,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1,3,0.5662921348314607,-0.2827766613540295,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.8483146067415731,0.5433528515002425,1,0,1,1,0,1,0,0,0,0,0,0,0,1
1,1,0.6893258426966293,2.6781538008454024,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,2,0.6438202247191012,-0.1712545908114476,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.301123595505618,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.5662921348314607,-0.06298073591573695,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.9320224719101124,-0.277362968609244,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.2840412999792114,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,1,0.7949438202247192,3.27185399487215,1,0,1,1,0,1,0,1,0,0,0,0,0,0
0,3,0.4426966292134832,-0.2210605640634745,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,2,0.3679775280898877,-0.1712545908114476,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.4,-0.3120106021758714,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.33932584269662924,-0.06298073591573695,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,0.4769463308156052,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,0.7460674157303371,2.9892592335943453,0,0,1,1,0,1,0,1,0,0,0,0,0,0
0,3,0.6179775280898877,-0.2892730926477721,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.9696629213483147,-0.041325964936594836,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.2449438202247191,0.7333734668422146,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.49213483146067416,-0.1712545908114476,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.2990177395883861,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.8657303370786518,0.5000433095419583,1,0,1,1,0,1,0,0,0,0,0,0,0,1
1,2,0.2561797752808989,0.5108706950315294,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.3679775280898877,-0.1712545908114476,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.7095505617977529,-0.09438015383549303,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,3,0.0,0.04529311897997366,0,0,1,1,1,0,0,0,0,0,0,0,0,1
0,2,0.6179775280898877,-0.1712545908114476,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.4426966292134832,-0.31742429492065694,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.6438202247191012,-0.31309334072482853,1,1,0,1,0,0,0,0,0,0,0,0,0,1
0,1,0.8657303370786518,3.27185399487215,1,0,0,1,1,0,0,1,0,0,0,0,0,0
0,3,0.5230337078651686,-0.2892730926477721,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,2,0.49213483146067416,0.001983577021689412,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,1,0.7859550561797753,1.6500935486106298,1,0,1,0,0,1,0,0,1,0,0,0,0,0
0,2,0.9483146067415731,0.5000433095419583,1,0,1,1,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.3120106021758714,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.6179775280898877,-0.17287869863488323,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,0.9808988764044945,0.5238635576190146,1,1,0,1,0,1,0,1,0,0,0,0,0,0
0,3,0.6438202247191012,0.07127884415494427,1,0,1,1,0,1,0,0,0,0,0,0,0,1
0,3,0.8370786516853933,0.24938933545838812,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,3,0.6179775280898877,0.03428383341417777,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.0,2.8041109417226804,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0.6438202247191012,3.120270598018155,0,1,0,1,0,1,1,0,0,0,0,0,0,0
1,1,0.7460674157303371,21.56273820248077,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,2,0.9224719101123596,0.5000433095419583,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,3,0.0,-0.29035583119672925,1,1,0,1,1,0,0,0,0,0,0,0,0,1
1,3,0.22808988764044946,0.7333734668422146,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.9398876404494383,2.8236002356039083,1,0,1,0,0,1,0,0,0,1,0,0,0,0
0,1,0.8247191011235955,-0.6260047813734322,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,3,0.0,-0.29035583119672925,0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,2,0.7691011235955056,-0.1712545908114476,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.301123595505618,1.092842665095974,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,0.5230337078651686,-0.2892730926477721,1,0,1,1,0,1,0,0,0,0,0,0,0,1
1,1,0.9657303370786517,6.020385801399765,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,1,0.7460674157303371,5.248211315917122,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,1,0.0,0.7165910193333795,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,3,0.5230337078651686,-0.6260047813734322,1,1,0,1,0,1,0,0,0,0,0,0,0,1
1,2,0.8370786516853933,0.21853128681311065,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.7859550561797753,0.6602886147876099,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,0.0,-0.29035583119672925,0,1,0,1,1,0,0,0,0,0,0,0,0,1
1,1,0.9842696629213484,2.7503334834730784,0,0,1,1,0,1,0,0,1,0,0,0,0,0
0,3,0.8780898876404495,-0.29035583119672925,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.0,-0.6260047813734322,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,3,0.25280898876404495,0.6353856281615965,1,0,0,0,1,0,0,0,0,0,0,0,0,1
